pig_id,day_age,weight_kg,daily_feed_intake_kg,avg_temperature
LTW-003,97,42.12,1.742,26.3
LTW-003,98,42.45,1.614,20.8
LTW-003,99,43.62,1.678,25.1
LTW-003,100,43.77,1.732,25.4
LTW-003,101,44.55,1.718,24.6
LTW-003,102,45.35,1.763,26.4
LTW-003,103,46.26,1.766,23.3
LTW-003,104,46.25,1.759,23.3
LTW-003,105,47.41,1.773,25.3
LTW-003,106,47.51,1.815,22.9
LTW-003,107,47.56,1.866,26.9
LTW-003,108,49.45,1.883,24.5
LTW-003,109,49.32,1.829,25.0
LTW-003,110,50.54,1.989,29.3
LTW-003,111,50.55,1.915,26.4
LTW-003,112,51.16,1.933,26.6
LTW-003,113,52.48,2.05,26.3
LTW-003,114,52.74,2.049,25.4
LTW-003,115,53.02,2.103,25.0
LTW-003,116,52.96,1.132,39.9
LTW-003,117,52.96,1.058,38.5
LTW-003,118,52.91,1.038,37.7
LTW-003,119,52.94,1.1,35.7
LTW-003,120,52.89,0.941,37.8
LTW-003,121,52.77,0.997,39.0
LTW-003,122,52.73,0.975,36.2
LTW-003,123,52.54,0.852,36.6
LTW-003,124,52.53,0.86,36.9
LTW-003,125,52.52,0.863,36.2
LTW-003,126,52.51,1.064,36.9
LTW-003,127,52.36,0.936,35.5
LTW-003,128,52.3,0.972,35.4
LTW-003,129,52.29,0.921,37.1
LTW-003,130,52.33,0.795,37.6
LTW-003,131,52.3,0.998,35.8
LTW-003,132,52.16,0.84,38.6
LTW-003,133,52.15,1.043,37.0
LTW-003,134,52.05,0.79,39.1
LTW-003,135,65.67,2.432,27.9
LTW-003,136,66.43,2.471,30.0
LTW-003,137,67.39,2.471,29.8
LTW-003,138,68.36,2.559,29.6
LTW-003,139,68.68,2.542,30.5
LTW-003,140,69.26,2.64,29.9
LTW-003,141,69.68,2.612,30.4
LTW-003,142,70.19,2.664,27.0
LTW-003,143,71.42,2.67,30.9
LTW-003,144,71.82,2.688,28.5
LTW-003,145,71.96,2.741,30.4
LTW-003,146,72.89,2.699,32.2
LTW-003,147,73.53,2.723,29.4
LTW-003,148,73.24,2.784,30.3
LTW-003,149,74.26,2.816,35.0
LTW-003,150,74.92,2.717,28.6
LTW-003,151,75.3,2.846,32.2
LTW-003,152,76.16,2.805,30.6
LTW-003,153,76.59,2.811,30.1
LTW-003,154,77.68,2.915,31.2
LTW-003,155,77.86,2.934,32.4
LTW-003,156,78.56,2.925,29.7
LTW-003,157,78.94,2.991,30.5
LTW-003,158,79.51,3.073,29.6
LTW-003,159,81.12,3.034,30.5
LTW-003,160,80.94,3.061,31.5
LTW-003,161,80.97,3.059,31.0
LTW-003,162,82.03,3.047,30.1
LTW-003,163,82.61,3.026,31.6
LTW-003,164,83.13,3.095,32.1
LTW-003,165,83.54,3.132,31.5
LTW-003,166,84.36,3.137,28.7
LTW-003,167,84.32,3.124,30.7
LTW-003,168,84.92,3.18,32.7
LTW-003,169,85.35,3.241,32.8
LTW-003,170,85.9,3.233,33.5
LTW-003,171,86.6,3.219,31.9
LTW-003,172,87.39,3.22,33.2
LTW-003,173,87.35,3.2,29.6
LTW-003,174,88.1,3.277,31.7
LTW-003,175,89.04,3.251,31.1
LTW-003,176,89.66,3.285,31.7
LTW-003,177,90.11,3.369,33.0
LTW-003,178,90.24,3.3,32.2
LTW-003,179,90.45,3.316,33.6
LTW-003,180,91.3,3.38,30.7
LTW-003,181,92.07,3.425,31.3
LTW-003,182,92.1,3.358,33.1
LTW-003,183,92.75,3.432,29.9
LTW-003,184,93.99,3.485,30.0
LTW-003,185,94.02,3.502,31.4
LTW-003,186,94.57,3.571,29.9
LTW-003,187,94.26,3.48,30.6
LTW-003,188,95.0,3.473,32.8
LTW-003,189,95.5,3.523,29.1
LTW-003,190,96.05,3.456,31.7
LTW-003,191,96.47,3.564,31.4
LTW-003,192,97.18,3.589,32.5
LTW-003,193,97.21,3.518,31.4
LTW-003,194,97.66,3.584,31.0
LTW-003,195,98.87,3.63,32.9
LTW-003,196,98.96,3.602,28.4
LTW-003,197,99.45,3.688,28.7
LTW-003,198,99.69,3.668,29.8
LTW-003,199,100.19,3.775,30.4
LTW-003,200,101.19,3.778,32.1
LTW-003,201,101.48,3.798,31.1
LTW-003,202,101.31,3.671,27.6
LTW-003,203,101.75,3.667,28.3
LTW-003,204,102.58,3.699,27.6
LTW-003,205,102.62,3.737,29.3
LTW-003,206,103.44,3.672,29.8
LTW-003,207,103.27,3.765,26.6
LTW-003,208,104.07,3.802,28.9
LTW-003,209,104.09,3.816,30.7
LTW-003,210,104.54,3.835,27.5
LTW-003,211,105.32,3.876,28.8
LTW-003,212,105.75,3.901,27.9
LTW-003,213,106.3,3.84,28.0
LTW-003,214,106.83,3.898,30.1
LTW-003,215,106.43,3.799,28.8
LTW-003,216,107.34,3.841,27.5
LTW-003,217,107.51,3.84,30.4
LTW-003,218,108.52,3.895,30.5
LTW-003,219,107.87,3.849,29.7
LTW-003,220,107.95,3.949,30.4
LTW-003,221,108.63,3.982,27.3
LTW-003,222,109.15,4.015,27.5
LTW-003,223,109.23,3.911,29.5
LTW-003,224,110.41,4.009,28.0
LTW-003,225,110.31,3.986,28.0
LTW-003,226,109.8,3.83,28.3
LTW-003,227,111.47,3.981,29.5
LTW-003,228,111.18,4.041,29.6
LTW-003,229,111.62,4.055,26.1
LTW-003,230,111.82,4.111,24.5
LTW-003,231,112.51,3.984,25.8
LTW-003,232,112.58,4.097,26.3
LTW-003,233,113.14,4.118,27.6
LTW-003,234,113.02,4.126,25.5
LTW-003,235,113.68,4.17,27.6
LTW-003,236,113.86,4.109,23.7
LTW-003,237,114.42,4.103,25.3
LTW-003,238,114.43,4.055,25.8
LTW-003,239,115.27,4.101,26.2
LTW-003,240,115.16,4.082,24.0
LTW-003,241,115.35,4.191,25.1
LTW-003,242,115.92,4.23,26.6
LTW-003,243,115.9,4.179,23.0
LTW-003,244,116.52,4.245,23.3
LTW-003,245,117.01,4.245,22.6
LTW-003,246,117.02,4.178,22.3
LTW-003,247,117.06,4.153,21.2
LTW-003,248,117.37,4.305,26.5
LTW-003,249,117.9,4.203,23.5
LTW-003,250,117.92,4.169,22.0
LTW-003,251,118.62,4.162,22.9
LTW-003,252,118.64,4.251,23.6
LTW-003,253,119.31,4.315,24.8
LTW-003,254,119.43,4.252,21.9
LTW-003,255,119.68,4.234,22.4
LTW-003,256,119.49,4.124,21.1
LTW-003,257,120.08,4.318,22.9
LTW-003,258,120.38,4.405,21.0
LTW-003,259,120.09,4.31,19.7
LTW-003,260,120.56,4.255,18.0
LTW-003,261,121.06,4.268,19.1
LTW-003,262,121.24,4.419,20.6
LTW-003,263,121.73,4.331,20.8
LTW-003,264,121.46,4.33,21.5
LTW-003,265,121.45,4.288,18.7
LTW-003,266,121.43,4.322,20.7
LTW-003,267,122.57,4.346,19.7
LTW-003,268,122.5,4.316,18.5
LTW-003,269,122.42,4.355,18.8
LTW-003,270,123.05,4.322,18.6
LTW-003,271,123.25,4.363,15.5
LTW-003,272,123.45,4.378,19.5
LTW-003,273,123.07,4.338,17.8
LTW-003,274,124.12,4.343,16.8
LTW-003,275,124.27,4.537,17.1
LTW-003,276,124.08,4.376,16.0
LTW-003,277,124.52,4.383,17.6
LTW-003,278,125.02,4.48,19.0
LTW-003,279,124.66,4.461,18.5
LTW-003,280,125.73,4.458,16.5
LTW-003,281,125.35,4.512,14.0
LTW-003,282,125.87,4.531,19.5
LTW-003,283,125.85,4.369,15.4
LTW-003,284,125.96,4.48,16.8
LTW-003,285,125.99,4.383,16.4
LTW-003,286,126.64,4.496,16.8
LTW-003,287,126.57,4.456,14.6
LTW-003,288,126.18,4.499,16.7
LTW-003,289,126.48,4.47,14.5
LTW-003,290,126.77,4.435,14.9
LTW-003,291,127.73,4.453,14.3
LTW-003,292,126.86,4.543,17.1
LTW-003,293,127.57,4.417,13.8
LTW-003,294,127.8,4.496,13.0
LTW-003,295,127.9,4.469,11.6
LTW-003,296,128.08,4.448,13.3
LTW-003,297,128.7,4.568,11.5
LTW-003,298,128.36,4.549,14.1
LTW-003,299,128.56,4.469,16.9
LTW-003,300,128.91,4.547,13.7
LTW-004,1,1.92,0.1,5.9
LTW-004,2,1.66,0.1,7.4
LTW-004,3,1.86,0.1,7.9
LTW-004,4,2.13,0.1,7.7
LTW-004,5,2.9,0.1,9.8
LTW-004,6,2.6,0.1,7.4
LTW-004,7,2.68,0.1,9.3
LTW-004,8,2.78,0.154,7.9
LTW-004,9,3.11,0.147,8.4
LTW-004,10,2.74,0.1,10.8
LTW-004,11,3.33,0.115,9.3
LTW-004,12,3.49,0.12,7.8
LTW-004,13,3.18,0.223,9.7
LTW-004,14,4.04,0.21,11.0
LTW-004,15,3.89,0.167,10.4
LTW-004,16,4.22,0.261,8.5
LTW-004,17,4.17,0.144,7.6
LTW-004,18,4.67,0.192,9.9
LTW-004,19,4.63,0.217,12.0
LTW-004,20,5.04,0.138,10.7
LTW-004,21,5.5,0.21,10.4
LTW-004,22,4.9,0.347,8.2
LTW-004,23,6.19,0.313,10.7
LTW-004,24,6.02,0.291,9.5
LTW-004,25,5.79,0.312,12.8
LTW-004,26,7.15,0.21,11.4
LTW-004,27,6.98,0.277,9.0
LTW-004,28,6.82,0.303,11.3
LTW-004,29,7.23,0.295,10.0
LTW-004,30,7.35,0.255,9.5
LTW-004,31,7.69,0.265,12.3
LTW-004,32,8.54,0.274,11.9
LTW-004,33,8.83,0.312,11.6
LTW-004,34,9.33,0.417,11.4
LTW-004,35,9.33,0.312,11.2
LTW-004,36,9.7,0.342,10.4
LTW-004,37,9.9,0.401,11.9
LTW-004,38,10.31,0.421,11.9
LTW-004,39,10.52,0.361,12.8
LTW-004,40,10.88,0.431,13.9
LTW-004,41,11.7,0.497,12.6
LTW-004,42,11.4,0.441,12.1
LTW-004,43,11.82,0.443,14.7
LTW-004,44,13.04,0.654,12.9
LTW-004,45,12.8,0.535,13.7
LTW-004,46,13.4,0.483,15.6
LTW-004,47,14.35,0.518,13.1
LTW-004,48,14.34,0.652,13.4
LTW-004,49,14.77,0.456,15.4
LTW-004,50,15.23,0.613,13.8
LTW-004,51,15.91,0.617,14.0
LTW-004,52,16.1,0.562,14.6
LTW-004,53,16.5,0.672,14.1
LTW-004,54,17.54,0.712,11.9
LTW-004,55,17.91,0.673,14.8
LTW-004,56,18.64,0.715,16.4
LTW-004,57,18.97,0.67,14.7
LTW-004,58,19.17,0.688,14.9
LTW-004,59,20.67,0.753,15.6
LTW-004,60,20.26,0.758,14.6
LTW-004,61,21.45,0.796,13.2
LTW-004,62,21.37,0.786,15.4
LTW-004,63,21.67,0.9,14.8
LTW-004,64,22.66,0.96,17.6
LTW-004,65,23.29,0.863,14.3
LTW-004,66,23.91,0.948,15.2
LTW-004,67,24.69,0.896,18.1
LTW-004,68,24.95,0.925,17.0
LTW-004,69,25.65,1.018,19.0
LTW-004,70,26.07,1.103,19.9
LTW-004,71,26.73,0.967,17.0
LTW-004,72,27.45,1.084,18.5
LTW-004,73,28.54,1.178,17.0
LTW-004,74,28.71,1.065,18.3
LTW-004,75,29.47,1.187,19.7
LTW-004,76,30.2,1.103,18.2
LTW-004,77,31.03,1.138,19.9
LTW-004,78,31.29,1.125,18.5
LTW-004,79,32.1,1.244,20.1
LTW-004,80,32.58,1.203,20.7
LTW-004,81,33.78,1.322,20.5
LTW-004,82,34.69,1.264,18.9
LTW-004,83,35.33,1.316,22.5
LTW-004,84,34.87,1.304,21.7
LTW-004,85,35.74,1.394,22.3
LTW-004,86,36.92,1.316,21.0
LTW-004,87,37.08,1.411,19.3
LTW-004,88,37.95,1.413,22.3
LTW-004,89,38.92,1.5,21.4
LTW-004,90,39.51,1.552,22.1
LTW-004,91,39.7,1.531,21.6
LTW-004,92,40.89,1.629,24.5
LTW-004,93,41.43,1.651,24.6
LTW-004,94,41.55,1.59,23.4
LTW-004,95,43.31,1.695,22.0
LTW-004,96,43.45,1.72,23.9
LTW-004,97,44.39,1.799,23.2
LTW-004,98,44.86,1.714,23.3
LTW-004,99,45.6,1.67,22.5
LTW-004,100,46.01,1.766,25.3
LTW-004,101,47.27,1.851,22.9
LTW-004,102,48.32,1.911,23.9
LTW-004,103,48.44,1.896,24.7
LTW-004,104,48.85,1.933,26.6
LTW-004,105,50.12,1.91,23.1
LTW-004,106,50.93,1.999,25.1
LTW-004,107,51.38,1.954,26.2
LTW-004,108,52.25,2.015,26.5
LTW-004,109,52.95,1.991,25.3
LTW-004,110,53.72,2.014,25.2
LTW-004,111,54.22,1.979,25.7
LTW-004,112,55.41,2.02,27.3
LTW-004,113,55.62,2.106,23.1
LTW-004,114,56.99,2.097,26.8
LTW-004,115,56.97,2.188,27.4
LTW-004,116,57.6,2.215,26.2
LTW-004,117,58.66,2.286,29.2
LTW-004,118,59.54,2.339,24.4
LTW-004,119,59.7,2.342,27.3
LTW-004,120,60.53,2.324,26.9
LTW-004,121,61.82,2.297,26.1
LTW-004,122,62.02,2.41,28.8
LTW-004,123,62.65,2.395,29.7
LTW-004,124,63.65,2.368,29.7
LTW-004,125,64.84,2.548,27.3
LTW-004,126,65.38,2.513,26.8
LTW-004,127,65.76,2.57,27.9
LTW-004,128,66.54,2.511,27.5
LTW-004,129,66.79,2.557,30.3
LTW-004,130,68.16,2.519,28.3
LTW-004,131,68.63,2.607,28.9
LTW-004,132,69.31,2.607,28.8
LTW-004,133,69.68,2.573,29.8
LTW-004,134,70.49,2.686,29.2
LTW-004,135,71.2,2.692,30.1
LTW-004,136,72.3,2.743,30.3
LTW-004,137,72.98,2.764,28.5
LTW-004,138,73.79,2.785,29.0
LTW-004,139,74.41,2.846,26.6
LTW-004,140,74.35,2.747,30.6
LTW-004,141,75.87,2.951,30.3
LTW-004,142,76.12,2.958,30.7
LTW-004,143,76.9,2.859,30.8
LTW-004,144,77.42,2.93,31.8
LTW-004,145,78.45,2.94,27.8
LTW-004,146,79.13,2.946,30.4
LTW-004,147,79.36,3.06,32.2
LTW-004,148,80.04,3.078,33.1
LTW-004,149,80.45,2.979,30.8
LTW-004,150,81.72,3.031,29.4
LTW-004,151,81.94,3.129,30.7
LTW-004,152,82.23,3.274,30.0
LTW-004,153,83.19,3.095,34.2
LTW-004,154,83.39,3.106,30.7
LTW-004,155,84.83,3.179,30.2
LTW-004,156,84.95,3.165,32.9
LTW-004,157,86.04,3.195,33.7
LTW-004,158,86.35,3.228,33.4
LTW-004,159,86.92,3.175,33.4
LTW-004,160,87.2,3.263,32.5
LTW-004,161,88.06,3.287,30.6
LTW-004,162,88.85,3.309,31.0
LTW-004,163,88.79,3.307,34.6
LTW-004,164,89.5,3.308,33.9
LTW-004,165,89.95,3.369,28.4
LTW-004,166,90.76,3.415,32.9
LTW-004,167,91.87,3.404,30.8
LTW-004,168,91.57,3.396,32.4
LTW-004,169,92.23,3.366,35.1
LTW-004,170,93.52,3.482,30.7
LTW-004,171,93.93,3.452,33.1
LTW-004,172,94.49,3.461,31.1
LTW-004,173,94.64,3.524,32.4
LTW-004,174,95.09,3.487,30.5
LTW-004,175,95.66,3.571,32.2
LTW-004,176,96.27,3.482,30.3
LTW-004,177,97.26,3.73,34.7
LTW-004,178,96.99,3.707,35.6
LTW-004,179,97.44,3.685,33.8
LTW-004,180,98.56,3.574,32.4
LTW-004,181,99.78,3.706,31.6
LTW-004,182,99.32,3.681,32.1
LTW-004,183,99.63,3.755,33.2
LTW-004,184,100.55,3.665,30.9
LTW-004,185,101.14,3.758,30.1
LTW-004,186,101.87,3.744,31.7
LTW-004,187,101.26,3.682,33.5
LTW-004,188,102.41,3.857,31.4
LTW-004,189,102.95,3.895,31.9
LTW-004,190,103.36,3.764,32.0
LTW-004,191,103.87,3.83,31.7
LTW-004,192,104.66,3.791,30.7
LTW-004,193,104.76,3.884,29.1
LTW-004,194,105.92,3.811,34.8
LTW-004,195,105.74,3.98,32.7
LTW-004,196,106.18,3.924,30.7
LTW-004,197,107.45,3.955,30.9
LTW-004,198,106.88,3.901,30.7
LTW-004,199,106.95,3.974,29.1
LTW-004,200,107.95,3.945,28.5
LTW-004,201,108.27,4.028,32.7
LTW-004,202,108.89,3.965,30.6
LTW-004,203,109.21,4.077,30.2
LTW-004,204,109.7,4.067,32.3
LTW-004,205,110.0,4.06,31.5
LTW-004,206,110.05,3.931,28.3
LTW-004,207,111.1,4.056,27.7
LTW-004,208,111.08,3.99,32.3
LTW-004,209,111.59,3.982,30.0
LTW-004,210,112.25,4.072,29.2
LTW-004,211,112.45,4.07,26.2
LTW-004,212,112.61,4.107,27.6
LTW-004,213,113.16,4.138,29.6
LTW-004,214,113.17,4.206,28.1
LTW-004,215,113.69,4.177,30.9
LTW-004,216,114.58,4.038,27.4
LTW-004,217,114.81,4.193,28.4
LTW-004,218,115.18,4.217,25.5
LTW-004,219,115.07,4.136,27.5
LTW-004,220,116.09,4.223,30.0
LTW-004,221,115.97,4.267,29.3
LTW-004,222,116.04,4.25,30.5
LTW-004,223,116.62,4.183,27.4
LTW-004,224,116.94,4.196,28.0
LTW-004,225,117.54,4.195,28.4
LTW-004,226,117.37,4.276,27.3
LTW-004,227,117.89,4.329,28.5
LTW-004,228,118.9,4.392,26.4
LTW-004,229,119.05,4.315,24.6
LTW-004,230,118.58,4.301,27.1
LTW-004,231,118.87,4.219,28.2
LTW-004,232,119.49,4.26,22.9
LTW-004,233,119.92,4.296,27.1
LTW-004,234,120.59,4.454,26.5
LTW-004,235,120.53,4.336,23.0
LTW-004,236,120.75,4.453,24.2
LTW-004,237,120.91,4.35,22.8
LTW-004,238,121.13,4.356,23.8
LTW-004,239,121.31,4.308,23.6
LTW-004,240,122.27,4.455,26.8
LTW-004,241,121.95,4.397,27.8
LTW-004,242,122.15,4.363,24.1
LTW-004,243,122.76,4.369,24.0
LTW-004,244,122.91,4.353,24.8
LTW-004,245,123.28,4.491,21.6
LTW-004,246,123.85,4.427,24.1
LTW-004,247,123.76,4.441,21.9
LTW-004,248,124.57,4.518,22.7
LTW-004,249,124.37,4.473,24.6
LTW-004,250,124.83,4.542,20.2
LTW-004,251,124.73,4.426,23.8
LTW-004,252,124.89,4.421,20.8
LTW-004,253,125.79,4.413,23.1
LTW-004,254,125.31,4.418,24.0
LTW-004,255,125.52,4.529,20.5
LTW-004,256,126.39,4.563,22.6
LTW-004,257,126.27,4.443,19.3
LTW-004,258,126.22,4.59,20.5
LTW-004,259,127.12,4.54,17.9
LTW-004,260,126.93,4.526,19.0
LTW-004,261,127.37,4.608,22.4
LTW-004,262,127.51,4.56,22.8
LTW-004,263,127.86,4.539,19.9
LTW-004,264,127.52,4.615,18.0
LTW-004,265,128.47,4.589,17.6
LTW-004,266,127.46,4.615,19.2
LTW-004,267,128.46,4.549,17.6
LTW-004,268,128.06,4.572,17.1
LTW-004,269,128.2,4.524,18.3
LTW-004,270,129.1,4.546,17.8
LTW-004,271,128.9,4.667,16.9
LTW-004,272,129.08,4.565,19.1
LTW-004,273,129.42,4.615,16.7
LTW-004,274,129.67,4.639,20.2
LTW-004,275,130.32,4.576,18.8
LTW-004,276,130.4,4.584,15.7
LTW-004,277,130.82,4.617,16.0
LTW-004,278,130.67,4.578,19.1
LTW-004,279,130.11,4.658,18.2
LTW-004,280,131.09,4.563,16.3
LTW-004,281,130.97,4.543,15.6
LTW-004,282,130.89,4.694,15.3
LTW-004,283,131.26,4.537,14.4
LTW-004,284,130.99,4.612,15.0
LTW-004,285,131.78,4.676,16.6
LTW-004,286,132.02,4.642,15.4
LTW-004,287,132.6,4.662,17.4
LTW-004,288,132.31,4.665,15.3
LTW-004,289,132.2,4.639,13.3
LTW-004,290,132.16,4.619,15.1
LTW-004,291,132.36,4.724,14.7
LTW-004,292,132.58,4.68,15.3
LTW-004,293,132.57,4.641,13.8
LTW-004,294,132.93,4.684,14.9
LTW-004,295,132.86,4.658,14.1
LTW-004,296,133.44,4.747,12.4
LTW-004,297,133.15,4.679,12.3
LTW-004,298,133.42,4.629,11.4
LTW-004,299,134.17,4.665,12.9
LTW-004,300,133.98,4.553,11.8
LTW-005,1,1.22,0.1,8.6
LTW-005,2,1.0,0.1,9.5
LTW-005,3,1.56,0.1,10.0
LTW-005,4,1.22,0.109,8.2
LTW-005,5,1.03,0.1,8.8
LTW-005,6,1.42,0.1,7.5
LTW-005,7,1.0,0.1,10.7
LTW-005,8,1.0,0.1,8.1
LTW-005,9,1.46,0.111,9.7
LTW-005,10,1.39,0.11,9.6
LTW-005,11,1.42,0.1,8.3
LTW-005,12,2.21,0.1,8.3
LTW-005,13,1.97,0.1,9.1
LTW-005,14,2.22,0.1,10.0
LTW-005,15,2.56,0.1,10.2
LTW-005,16,2.85,0.1,10.1
LTW-005,17,2.72,0.133,10.3
LTW-005,18,2.47,0.1,9.2
LTW-005,19,2.56,0.1,7.8
LTW-005,20,2.5,0.1,9.8
LTW-005,21,2.67,0.117,10.4
LTW-005,22,3.54,0.1,9.5
LTW-005,23,3.09,0.191,10.5
LTW-005,24,3.44,0.154,12.4
LTW-005,25,3.32,0.1,11.7
LTW-005,26,3.64,0.152,8.8
LTW-005,27,3.72,0.137,10.4
LTW-005,28,3.99,0.186,10.2
LTW-005,29,4.27,0.188,10.8
LTW-005,30,4.66,0.138,7.9
LTW-005,31,4.75,0.212,10.0
LTW-005,32,4.65,0.263,11.7
LTW-005,33,4.99,0.229,13.6
LTW-005,34,5.74,0.189,12.3
LTW-005,35,5.68,0.298,11.0
LTW-005,36,5.44,0.258,11.0
LTW-005,37,5.73,0.214,12.1
LTW-005,38,6.21,0.243,12.9
LTW-005,39,5.8,0.194,13.0
LTW-005,40,6.42,0.351,11.4
LTW-005,41,6.33,0.195,14.0
LTW-005,42,7.14,0.3,12.6
LTW-005,43,7.25,0.302,14.8
LTW-005,44,7.35,0.318,14.2
LTW-005,45,8.03,0.235,13.1
LTW-005,46,8.37,0.345,16.5
LTW-005,47,8.37,0.392,14.4
LTW-005,48,8.8,0.314,14.5
LTW-005,49,8.77,0.372,16.3
LTW-005,50,9.8,0.372,14.0
LTW-005,51,9.65,0.344,13.7
LTW-005,52,10.2,0.444,16.3
LTW-005,53,10.32,0.372,14.1
LTW-005,54,10.72,0.439,15.4
LTW-005,55,11.42,0.511,14.0
LTW-005,56,11.39,0.362,14.4
LTW-005,57,11.58,0.444,16.3
LTW-005,58,11.97,0.45,18.0
LTW-005,59,12.13,0.52,15.5
LTW-005,60,12.81,0.446,14.7
LTW-005,61,13.35,0.463,16.4
LTW-005,62,14.03,0.582,17.7
LTW-005,63,14.22,0.46,18.0
LTW-005,64,14.66,0.514,19.0
LTW-005,65,14.56,0.506,19.2
LTW-005,66,14.95,0.506,15.1
LTW-005,67,15.5,0.616,17.4
LTW-005,68,16.13,0.556,20.7
LTW-005,69,16.5,0.681,18.6
LTW-005,70,17.36,0.691,16.7
LTW-005,71,17.37,0.674,17.5
LTW-005,72,17.92,0.704,18.5
LTW-005,73,19.17,0.735,20.8
LTW-005,74,18.87,0.766,17.9
LTW-005,75,19.66,0.721,16.2
LTW-005,76,20.1,0.792,21.1
LTW-005,77,20.25,0.748,19.5
LTW-005,78,20.75,0.773,20.7
LTW-005,79,20.94,0.762,20.2
LTW-005,80,22.29,0.932,18.5
LTW-005,81,22.35,0.943,23.3
LTW-005,82,22.59,0.869,19.5
LTW-005,83,22.86,0.862,19.3
LTW-005,84,23.48,0.922,22.2
LTW-005,85,24.21,1.068,21.0
LTW-005,86,24.86,0.978,22.7
LTW-005,87,25.08,0.866,22.3
LTW-005,88,26.48,0.987,21.8
LTW-005,89,26.48,1.016,20.6
LTW-005,90,27.04,0.967,22.8
LTW-005,91,27.15,1.001,21.4
LTW-005,92,27.95,1.049,23.1
LTW-005,93,28.27,1.048,20.8
LTW-005,94,28.93,1.158,23.5
LTW-005,95,29.97,1.196,24.3
LTW-005,96,30.37,1.223,22.7
LTW-005,97,31.39,1.2,21.9
LTW-005,98,31.79,1.278,23.2
LTW-005,99,31.6,1.103,25.4
LTW-005,100,32.59,1.193,26.1
LTW-005,101,33.14,1.32,24.5
LTW-005,102,33.9,1.306,26.0
LTW-005,103,33.82,1.293,23.7
LTW-005,104,34.55,1.307,21.7
LTW-005,105,35.33,1.37,24.4
LTW-005,106,36.35,1.454,25.4
LTW-005,107,36.32,1.328,26.3
LTW-005,108,37.44,1.347,28.5
LTW-005,109,37.39,1.411,23.3
LTW-005,110,38.71,1.528,27.1
LTW-005,111,38.72,1.478,29.6
LTW-005,112,39.39,1.413,24.8
LTW-005,113,40.42,1.491,25.9
LTW-005,114,41.04,1.569,26.0
LTW-005,115,41.05,1.46,27.9
LTW-005,116,42.13,1.57,25.3
LTW-005,117,42.63,1.513,27.5
LTW-005,118,43.47,1.616,28.3
LTW-005,119,43.66,1.663,29.9
LTW-005,120,44.69,1.65,27.7
LTW-005,121,44.9,1.792,28.5
LTW-005,122,45.41,1.665,28.3
LTW-005,123,46.32,1.82,28.0
LTW-005,124,46.36,1.809,27.4
LTW-005,125,47.33,1.855,28.9
LTW-005,126,47.77,1.757,28.2
LTW-005,127,48.42,1.83,30.6
LTW-005,128,49.2,1.928,27.3
LTW-005,129,50.21,1.925,29.8
LTW-005,130,50.51,1.959,25.5
LTW-005,131,51.17,1.848,29.8
LTW-005,132,51.21,1.983,27.9
LTW-005,133,52.25,1.906,27.7
LTW-005,134,52.91,1.981,28.1
LTW-005,135,53.28,2.059,29.6
LTW-005,136,53.58,2.068,28.3
LTW-005,137,54.42,2.018,29.3
LTW-005,138,55.24,2.087,30.0
LTW-005,139,55.55,2.094,30.0
LTW-005,140,56.73,2.104,27.5
LTW-005,141,56.89,2.083,30.8
LTW-005,142,57.37,2.137,28.5
LTW-005,143,57.84,2.063,28.3
LTW-005,144,58.88,2.154,31.3
LTW-005,145,59.52,2.256,30.0
LTW-005,146,60.31,2.321,31.1
LTW-005,147,60.24,2.199,30.7
LTW-005,148,60.76,2.295,30.4
LTW-005,149,61.38,2.29,32.7
LTW-005,150,62.13,2.357,31.3
LTW-005,151,63.04,2.342,29.6
LTW-005,152,63.21,2.33,32.0
LTW-005,153,63.84,2.37,28.8
LTW-005,154,64.42,2.37,33.1
LTW-005,155,65.23,2.486,31.6
LTW-005,156,65.62,2.533,29.3
LTW-005,157,65.74,2.462,30.5
LTW-005,158,66.27,2.491,33.5
LTW-005,159,67.67,2.478,32.2
LTW-005,160,67.54,2.51,33.3
LTW-005,161,68.09,2.59,31.5
LTW-005,162,68.85,2.539,30.5
LTW-005,163,69.33,2.617,31.5
LTW-005,164,69.77,2.597,31.5
LTW-005,165,69.78,2.675,32.8
LTW-005,166,71.03,2.641,33.1
LTW-005,167,71.75,2.588,33.4
LTW-005,168,71.74,2.683,34.0
LTW-005,169,72.67,2.686,33.7
LTW-005,170,73.7,2.833,32.1
LTW-005,171,73.48,2.761,31.1
LTW-005,172,74.64,2.736,30.2
LTW-005,173,74.55,2.845,33.0
LTW-005,174,74.87,2.778,31.9
LTW-005,175,75.52,2.792,30.4
LTW-005,176,76.25,2.769,31.8
LTW-005,177,77.17,2.805,32.2
LTW-005,178,77.44,2.865,33.2
LTW-005,179,77.7,2.833,31.2
LTW-005,180,78.39,2.921,32.7
LTW-005,181,78.5,2.943,31.7
LTW-005,182,79.39,2.956,31.4
LTW-005,183,79.9,2.993,29.6
LTW-005,184,79.89,2.889,32.9
LTW-005,185,80.68,2.969,33.9
LTW-005,186,81.22,3.018,29.4
LTW-005,187,81.14,2.967,32.2
LTW-005,188,82.11,3.02,29.2
LTW-005,189,82.43,3.05,30.7
LTW-005,190,83.21,3.022,30.1
LTW-005,191,83.28,3.069,30.2
LTW-005,192,83.84,3.11,30.9
LTW-005,193,84.33,3.139,31.4
LTW-005,194,84.74,3.114,30.5
